Brand,Model,Year of Fabrication,Kilometres,Location,PriceEuro,PriceLei
Audi,Q5,2019,170 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","32 725","32 725"
Audi,A5,2023,20 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","54 849","54 849"
Volkswagen,Passat,2017,238 013 km,"Brasov Prejmer strada mare 645A - 507165 Prejmer, Judet Brasov (Romania)","10 250","10 250"
Lexus,Seria LS,2020,45 000 km,"Bdul. Decebal nr. 79 - 610058 Piatra Neamt, Judet Neamt (Romania)","69 950","69 950"
Ford,Ranger,2023,4 000 km,"Calea Bucuresti Nr 241 - 312529 Brasov, Judet Brasov (Romania)","41 174","41 174"
Skoda,Octavia,2017,220 909 km,"Brasov Prejmer strada mare 645A - 507165 Prejmer, Judet Brasov (Romania)","8 250","8 250"
Mercedes-Benz,GLE,2020,119 362 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","58 900","58 900"
Audi,A4,2021,12 600 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","37 000","37 000"
Lexus,UX,2022,5 000 km,"Bdul. Decebal nr. 79 - 610058 Piatra Neamt, Judet Neamt (Romania)","41 950","41 950"
Volkswagen,Golf,2019,183 320 km,"Brasov Prejmer strada mare 645A - 507165 Prejmer, Judet Brasov (Romania)","10 350","10 350"
Lexus,Seria ES,2022,3 000 km,"Bdul. Decebal nr. 79 - 610058 Piatra Neamt, Judet Neamt (Romania)","52 950","52 950"
Audi,A4,2016,110 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","21 500","21 500"
Renault,Kadjar,2018,216 500 km,"Cluj-Napoca str.Campului nr.161 - 400331 Cluj-Napoca, Judet Cluj (Romania)","13 700","13 700"
Audi,Q5,2018,210 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","27 990","27 990"
Volkswagen,Golf,2009,206 000 km,"Ion Ionescu de la Brad,nr.29 - 300245 Timisoara, Judet Timis (Romania)","6 800","6 800"
Audi,A4,2013,272 000 km,"SECTOR 1 , Aeroport Otopeni - 070000 Bucuresti, Judet Bucuresti (Romania)","11 999","11 999"
BMW,X5,2017,147 500 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","34 986","34 986"
SsangYong,Korando,2011,218 000 km,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","6 999","6 999"
Nissan,Qashqai,2014,204 151 km,"Strada Tudor Vladimirescu 1, Odăile, Otopeni, Roma - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","13 000","13 000"
Renault,Scenic,2014,219 400 km,"STR. ALUNIS NR.192 - 077124 Magurele, Judet Bucuresti - Ilfov (Romania)","7 350","7 350"
Audi,Q5,2016,199 000 km,"Strada Beiusului 32 - 400394 Cluj-Napoca, Judet Cluj (Romania)","18 990","18 990"
Volvo,XC 40,2019,89 696 km,"Calea Floresti, Nr. 145 - 400495 Cluj-Napoca, Judet Cluj (Romania)","30 399","30 399"
Porsche,911-TURBO-S,2023,2 000 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","278 419","278 419"
Mercedes-Benz,A,2005,117 013 km,"Brasov Prejmer strada mare 645A - 507165 Prejmer, Judet Brasov (Romania)","3 750","3 750"
Jeep,Wrangler,2023,10 km,"Bvd. Timisoara, Nr. 117A, Sector 6 - 061334 Bucuresti, Judet Bucuresti (Romania)","74 935","74 935"
Mazda,6,2019,38 000 km,"str. Amurgului, nr. 1 - 300278 Timisoara, Judet Timis (Romania)","25 600","25 600"
Nissan,Qashqai,2007,237 000 km,"Str. Mesteacanului Nr.30 - 300410 Timisoara, Judet Timis (Romania)","5 499","5 499"
Mitsubishi,ASX,2017,112 958 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","14 750","14 750"
Fiat,Doblo,2010,228 000 km,"Str. Mesteacanului Nr.30 - 300410 Timisoara, Judet Timis (Romania)","3 499","3 499"
Ford,Focus,2010,212 007 km,"Str. Mesteacanului Nr.30 - 300410 Timisoara, Judet Timis (Romania)","3 799","3 799"
BMW,X5,2019,120 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","53 907","53 907"
Mercedes-Benz,CLA,2022,29 000 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","71 999","71 999"
Land Rover,Range Rover,2021,25 900 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","164 999","164 999"
Audi,A4,2011,279 717 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","7 999","7 999"
Mercedes-Benz,G,2022,17 000 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","205 999","205 999"
Mitsubishi,ASX,2015,162 618 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","10 850","10 850"
Mazda,CX-5,2014,219 000 km,"Str. Mesteacanului Nr.30 - 300410 Timisoara, Judet Timis (Romania)","12 499","12 499"
BMW,M3,2023,25 400 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","101 999","101 999"
Mercedes-Benz,GLC Coupe,2018,123 834 km,"Soseaua Oltenitei Nr.208, Oras Popesti-Leordeni, J - 077160 Popesti-Leordeni, Judet Bucuresti - Ilfov (Romania)","38 899","38 899"
Volkswagen,Touareg,2019,95 300 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","44 500","44 500"
Audi,A5,2014,192 000 km,"Bvd. Timisoara, Nr. 117A, Sector 6 - 061334 Bucuresti, Judet Bucuresti (Romania)","15 500","15 500"
BMW,Seria 4,2014,98 500 km,"Bucuresti, Sectorul 3","28 850","28 850"
Opel,Zafira,2006,188 000 km,"jud Mures - 547578 Targu-Mures, Judet Mures (Romania)","3 690","3 690"
Nissan,LEAF,2018,64 000 km,"1 Decembrie, Judet Bucuresti - Ilfov","15 400","15 400"
Ford,Focus,2018,129 711 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","10 800","10 800"
Dacia,Duster,2019,44 369 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","18 490","18 490"
Peugeot,308,2015,218 141 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","8 299","8 299"
Toyota,RAV4,2013,234 000 km,"jud Mures - 547578 Targu-Mures, Judet Mures (Romania)","10 990","10 990"
Nissan,Qashqai,2011,172 000 km,"Bucuresti,Sector 3 - 032983 Bucuresti, Judet Bucuresti (Romania)","8 500","8 500"
Toyota,C-HR,2020,82 801 km,"str. Traian Vuia nr. 236 (in curte la firma Elda) - 400397 Cluj-Napoca, Judet Cluj (Romania)","22 491","22 491"
Audi,A7,2022,45 000 km,"STRADA POPASULUI 88 - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","51 989","51 989"
Kia,Sportage,2019,36 800 km,"dj 106k, 124 - 515800 Sebes, Judet Alba (Romania)","17 899","17 899"
Dacia,Duster,2014,192 000 km,"Pitesti, Judet Arges","9 790","9 790"
Renault,Talisman,2017,165 000 km,"str piscul crasani nr 87 - 062337 Bucuresti, Judet Bucuresti (Romania)","10 850","10 850"
Volkswagen,Passat,2017,202 000 km,"SAT STREJNICU COM.TARGSORU VECHI STR. ARICISTENI N - 107592 Strejnicu, Judet Prahova (Romania)","14 650","14 650"
Volkswagen,Passat,2020,166 830 km,"Bld. Biruintei nr .53 - 077145 Pantelimon, Judet Bucuresti - Ilfov (Romania)","17 490","17 490"
Volkswagen,Tiguan,2016,228 000 km,"Str.Plevnei Nr.117 - 400394 Cluj-Napoca, Judet Cluj (Romania)","17 490","17 490"
BMW,Seria 5,2013,214 921 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","15 850","15 850"
Mitsubishi,Outlander,2013,157 000 km,"jud Mures - 547578 Targu-Mures, Judet Mures (Romania)","10 990","10 990"
Dacia,Duster,2013,242 000 km,"Pitesti, Judet Arges","7 490","7 490"
Dacia,Sandero,2011,152 600 km,"Pitesti, Judet Arges","3 490","3 490"
Ford,Mondeo,2019,86 729 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","19 500","19 500"
Dacia,Logan,2011,191 000 km,"Pitesti, Judet Arges","4 199","4 199"
Dacia,Sandero Stepway,2019,26 000 km,"Baia Mare, Judet Maramures","7 700","7 700"
Dacia,Logan,2008,269 229 km,"Calea Aurel Vlaicu, nr. 282/2-3 - 310375 Arad, Judet Arad (Romania)","2 449","2 449"
Ford,Raptor,2022,20 000 km,"Moieciu de Jos, Judet Brasov","46 999","46 999"
Volkswagen,Golf,2018,187 200 km,"Str Intre Lacuri Nr.6 cluj napoca - 400601 Cluj-Napoca, Judet Cluj (Romania)","11 998","11 998"
Audi,A3,2012,230 000 km,"STR.BERLIN NR.20 VLADIMIRESCU - 317405 Arad, Judet Arad (Romania)","6 750","6 750"
Suzuki,Grand Vitara,2012,181 000 km,"STR.BERLIN NR.20 VLADIMIRESCU - 317405 Arad, Judet Arad (Romania)","8 999","8 999"
Volvo,S60,2019,79 300 km,"str. Amurgului, nr. 1 - 300278 Timisoara, Judet Timis (Romania)","41 500","41 500"
Land Rover,Discovery Sport,2018,88 464 km,"Soseaua Oltenitei Nr.208, Oras Popesti-Leordeni, J - 077160 Popesti-Leordeni, Judet Bucuresti - Ilfov (Romania)","24 899","24 899"
Audi,A6,2019,99 003 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","37 500","37 500"
Opel,Mokka,2022,22 300 km,"Bd. Expozitiei, Nr. 1-3 - 012103 Bucuresti, Judet Bucuresti (Romania)","19 500","19 500"
BMW,X5,2022,27 900 km,"Bd. Expozitiei, Nr. 1-3 - 012103 Bucuresti, Judet Bucuresti (Romania)","64 900","64 900"
Porsche,Macan,2021,26 031 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","75 000","75 000"
Smart,Fortwo,2011,148 417 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","5 300","5 300"
Mercedes-Benz,ML,2011,276 000 km,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","11 499","11 499"
Ford,Mondeo,2018,99 500 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","17 300","17 300"
Mitsubishi,Outlander,2016,186 273 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","14 950","14 950"
Smart,Fortwo,2004,94 000 km,"Str. Mesteacanului Nr.30 - 300410 Timisoara, Judet Timis (Romania)","2 499","2 499"
Nissan,Qashqai,2011,193 015 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","7 950","7 950"
Skoda,Kodiaq,2020,269 920 km,"Racovita 267 - 077106 Ramnicu Valcea, Judet Valcea (Romania)","22 000","22 000"
Land Rover,Range Rover Sport,2019,64 258 km,"Racovita 267 - 077106 Ramnicu Valcea, Judet Valcea (Romania)","47 999","47 999"
Toyota,Yaris,2019,87 000 km,"Strada Tudor Vladimirescu 1, Odăile, Otopeni, Roma - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","9 699","9 699"
Opel,Corsa,2010,254 156 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","3 999","3 999"
Mercedes-Benz,S,2022,11 000 km,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","160 239","160 239"
BMW,Seria 5,2010,242 000 km,"Strada Transilvaniei 92, Baciu, Cluj - Napoca, Clu - 407055 Cluj-Napoca, Judet Cluj (Romania)","5 999","5 999"
Skoda,Superb,2017,94 000 km,"STR BASARABIEI NR 1 - 110161 Pitesti, Judet Arges (Romania)","21 900","21 900"
Skoda,Fabia,2018,108 731 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","9 900","9 900"
Volkswagen,Passat,2015,234 000 km,"Str. Traian Vuia nr 139 - 400482 Cluj-Napoca, Judet Cluj (Romania)","12 500","12 500"
Ford,Focus,2018,55 670 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","13 690","13 690"
Jeep,Renegade,2018,58 096 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","19 900","19 900"
Mercedes-Benz,C,2022,8 000 km,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","54 728","54 728"
Volkswagen,Golf,2004,178 400 km,"SECTOR 1 , Aeroport Otopeni - 070000 Bucuresti, Judet Bucuresti (Romania)","4 499","4 499"
GMC,Sierra,2017,8 800 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","35 999","35 999"
Volkswagen,Touareg,2012,244 905 km,"Racovita 267 - 077106 Ramnicu Valcea, Judet Valcea (Romania)","11 000","11 000"
Audi,Q5,2018,53 000 km,"Braila , Sos .RM. Sarat Nr.104 - 810166 Braila, Judet Braila (Romania)","29 490","29 490"
Volkswagen,Polo,2019,29 504 km,"Calea Floresti, Nr. 145 - 400495 Cluj-Napoca, Judet Cluj (Romania)","17 499","17 499"
Audi,A4,2019,48 424 km,"Calea Floresti, Nr. 145 - 400495 Cluj-Napoca, Judet Cluj (Romania)","21 600","21 600"
Mazda,CX-7,2010,227 173 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","7 599","7 599"
Volkswagen,Passat Alltrack,2017,155 599 km,"Str. Ion Luca Caragiale, Nr. 12A - 110269 Pitesti, Judet Arges (Romania)","16 690","16 690"
Ford,Fiesta,2010,167 000 km,"Bucuresti, Sectorul 3","3 890","3 890"
Land Rover,Range Rover,2022,30 800 km,"EROU IANCU NICOLAE NR. 71 C - 077191 Voluntari, Judet Bucuresti - Ilfov (Romania)","154 581","154 581"
Land Rover,Range Rover Velar,2018,90 676 km,"Calea Clujului, Nr 279-281 - 417270 Oradea, Judet Bihor (Romania)","39 900","39 900"
Renault,Scenic,2011,226 000 km,"Str Brailei 346 DN2B Tirighina - 324567 Galati, Judet Galati (Romania)","5 290","5 290"
Volkswagen,Golf,2022,27 775 km,"Calea Floresti, Nr. 145 - 400495 Cluj-Napoca, Judet Cluj (Romania)","24 499","24 499"
Opel,Corsa,2011,148 000 km,"Craiova, Judet Dolj","2 690","2 690"
Renault,Clio,2012,214 000 km,"Constructorilor NR.9 - 307370 Sacalaz, Judet Timis (Romania)","3 499","3 499"
Volkswagen,Golf,2021,87 000 km,"MIHAI EMINESCU 252 - 605400 Moinesti, Judet Bacau (Romania)","21 490","21 490"
Volkswagen,Golf,2022,27 775 km,"Calea Floresti, Nr. 145 - 400495 Cluj-Napoca, Judet Cluj (Romania)","24 499","24 499"
Opel,Corsa,2011,148 000 km,"Craiova, Judet Dolj","2 690","2 690"
Renault,Clio,2012,214 000 km,"Constructorilor NR.9 - 307370 Sacalaz, Judet Timis (Romania)","3 499","3 499"
Volkswagen,Golf,2021,87 000 km,"MIHAI EMINESCU 252 - 605400 Moinesti, Judet Bacau (Romania)","21 490","21 490"
BMW,X1,2010,248 200 km,"Soseaua Bucuresti-Pitesti Km.110 - 117719 Stefanesti, Judet Arges (Romania)","8 590","8 590"
BMW,Seria 3,2012,210 852 km,"Strada Tudor Vladimirescu 1, Odăile, Otopeni, Roma - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","12 450","12 450"
Audi,A8,2015,220 297 km,"Strada Tudor Vladimirescu 1, Odăile, Otopeni, Roma - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","26 900","26 900"
BMW,Seria 7,2013,233 000 km,"Ploiesti, Judet Prahova","19 999","19 999"
Mercedes-Benz,GLA,2023,7 500 km,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","59 488","59 488"
BMW,X1,2022,13 000 km,"Calea Bucureștilor, Otopeni, Romania - 015750 Otopeni, Judet Bucuresti - Ilfov (Romania)","39 151","39 151"
Audi,Q5,2016,164 750 km,"Strada Margelelor nr 17, Bragadiru, jud. Ilfov - 060884 Bucuresti, Judet Bucuresti (Romania)","22 980","22 980"
Ford,Kuga,2017,172 000 km,"Curcubeului 33 - 100062 Ploiesti, Judet Prahova (Romania)","14 989","14 989"
BMW,X3,2012,205 615 km,"Strada Aeroportului nr 47i, Cornetu, Ilfov - 077070 Cornetu, Judet Bucuresti - Ilfov (Romania)","14 500","14 500"
Chevrolet,Spark,2013,168 000 km,"Constructorilor NR.9 - 307370 Sacalaz, Judet Timis (Romania)","3 999","3 999"
Volkswagen,Golf Plus,2010,295 000 km,"Ploiesti, Judet Prahova","4 900","4 900"
Audi,Q3,2015,157 740 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","15 990","15 990"
Mercedes-Benz,GLE,2021,109 453 km,"Strada Padina 1, Bucharest, Romania - 015015 Bucuresti, Judet Bucuresti (Romania)","63 250","63 250"
Volkswagen,Tiguan,2020,125 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","21 988","21 988"
Mercedes-Benz,EQS,2022,12 km,"Șoseaua București Nord 18, Voluntari, Romania - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","130 900","130 900"
Mercedes-Benz,EQA,2022,6 000 km,"Șoseaua București Nord 18, Voluntari, Romania - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","53 550","53 550"
Ford,EcoSport,2014,55 653 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","10 499","10 499"
Mercedes-Benz,EQE,2023,6 000 km,"Șoseaua București Nord 18, Voluntari, Romania - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","119 000","119 000"
BMW,Seria 5,2019,63 676 km,"Soseaua Bucuresti-Ploiesti 83-85-87 - 013685 Bucuresti, Judet Bucuresti (Romania)","31 899","31 899"
Mercedes-Benz,S,2022,9 km,"Șoseaua București Nord 18, Voluntari, Romania - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","146 370","146 370"
Mercedes-Benz,Vito,2016,310 000 km,"Strada Comerțului 5, Domnești, Ilfov, Romania - 077090 Domnesti, Judet Bucuresti - Ilfov (Romania)","61 000","61 000"
BMW,Seria 4,2014,172 700 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","17 499","17 499"
Mercedes-Benz,GLC,2018,95 432 km,"Str. Avram Iancu , nr 7 - 100551 Ploiesti, Judet Prahova (Romania)","32 849","32 849"
Skoda,Octavia,2020,191 409 km,"Str. Avram Iancu , nr 7 - 100551 Ploiesti, Judet Prahova (Romania)","12 349","12 349"
Ford,Focus,2012,170 334 km,"str. vale nr.36 - 547525 Sancraiu de Mures, Judet Mures (Romania)","5 990","5 990"
BMW,X1,2017,189 093 km,"Str. Avram Iancu , nr 7 - 100551 Ploiesti, Judet Prahova (Romania)","17 990","17 990"
Ford,Focus,2019,147 616 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","12 900","12 900"
Volkswagen,Caddy,2016,109 000 km,"Bucuresti, Sectorul 6","9 050","9 050"
Mercedes-Benz,Vito,2016,310 000 km,"Strada Comerțului 5, Domnești, Ilfov, Romania - 077090 Domnesti, Judet Bucuresti - Ilfov (Romania)","61 000","61 000"
BMW,Seria 4,2014,172 700 km,"North Gate Busines Center, Bulevardul Pipera, Volu - 023674 Voluntari, Judet Bucuresti - Ilfov (Romania)","17 499","17 499"
Mercedes-Benz,GLC,2018,95 432 km,"Str. Avram Iancu , nr 7 - 100551 Ploiesti, Judet Prahova (Romania)","32 849","32 849"
Skoda,Octavia,2020,191 409 km,"Str. Avram Iancu , nr 7 - 100551 Ploiesti, Judet Prahova (Romania)","12 349","12 349"
Ford,Focus,2012,170 334 km,"str. vale nr.36 - 547525 Sancraiu de Mures, Judet Mures (Romania)","5 990","5 990"
BMW,X1,2017,189 093 km,"Str. Avram Iancu , nr 7 - 100551 Ploiesti, Judet Prahova (Romania)","17 990","17 990"
Ford,Focus,2019,147 616 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","12 900","12 900"
Volkswagen,Caddy,2016,109 000 km,"Bucuresti, Sectorul 6","9 050","9 050"
Volkswagen,Tiguan,2019,124 823 km,"Calea Clujului, Nr 279-281 - 417270 Oradea, Judet Bihor (Romania)","25 900","25 900"
BMW,X3,2012,179 475 km,"Strada Aeroportului nr 47i, Cornetu, Ilfov - 077070 Cornetu, Judet Bucuresti - Ilfov (Romania)","14 500","14 500"
Dacia,Duster,2018,171 000 km,"Curcubeului 33 - 100062 Ploiesti, Judet Prahova (Romania)","10 999","10 999"
Opel,Vivaro,2008,308 876 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","7 299","7 299"
BMW,Seria 4,2019,222 800 km,"Strada Tudor Vladimirescu 1, Odăile, Otopeni, Roma - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","22 499","22 499"
Volkswagen,Tiguan,2016,223 000 km,"Timișoara, Romania - 307160 Timisoara, Judet Timis (Romania)","14 999","14 999"
BMW,Seria 3,2022,11 100 km,"STR. DISTRIBUTIEI, NR. 4 - 550135 Sibiu, Judet Sibiu (Romania)","41 448","41 448"
BMW,Seria 5,2013,201 150 km,"Timișoara, Romania - 307160 Timisoara, Judet Timis (Romania)","13 999","13 999"
Audi,A4,2018,248 945 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","14 499","14 499"
Nissan,Juke,2023,1 950 km,"Calea Doctor Alexandru Șafran 23, Bacău, Romania - 600298 Bacau, Judet Bacau (Romania)","22 967","22 967"
Dacia,Logan,2018,166 600 km,"Curcubeului 33 - 100062 Ploiesti, Judet Prahova (Romania)","5 940","5 940"
Peugeot,508,2011,255 207 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","6 499","6 499"
BMW,X4,2022,48 930 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","47 838","47 838"
Kia,Sportage,2014,214 256 km,"Bulevardul Sofia Vicoveanca nr 52 jud.Suceava - 720181 Suceava, Judet Suceava (Romania)","12 999","12 999"
Mercedes-Benz,X,2018,149 798 km,"Bulevardul Sofia Vicoveanca nr 52 jud.Suceava - 720181 Suceava, Judet Suceava (Romania)","26 348","26 348"
Renault,Talisman,2016,117 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","12 990","12 990"
Dacia,Duster,2018,62 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","14 982","14 982"
Volvo,XC 40,2020,130 525 km,"Calea Bucureștilor 30 - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","27 989","27 989"
Ford,Mondeo,2022,74 851 km,"Soseaua Bucuresti-Ploiesti 83-85-87 - 013685 Bucuresti, Judet Bucuresti (Romania)","19 989","19 989"
Renault,Talisman,2019,75 000 km,"SOSEAUA VITAN BARZESTI NR. 5-7 - 042121 Bucuresti, Judet Bucuresti (Romania)","17 350","17 350"
Skoda,Octavia,2019,98 780 km,"Soseaua Bucuresti-Ploiesti 83-85-87 - 013685 Bucuresti, Judet Bucuresti (Romania)","14 989","14 989"
Lexus,UX,2023,19 km,"Strada Virgiliu 46, Bucharest, Romania - 010884 Bucuresti, Judet Bucuresti (Romania)","42 840","42 840"
Audi,A4,2013,215 000 km,"Strada Tudor Vladimirescu 1, Odăile, Otopeni, Roma - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","12 000","12 000"
Mercedes-Benz,EQE,2023,8 km,"Calea Bucuresti nr.241, - 324767 Brasov, Judet Brasov (Romania)","126 744","126 744"
Mercedes-Benz,GLC Coupe,2022,3 000 km,"Drumul Eugen Brote nr 1 - 013833 Bucuresti, Judet Bucuresti (Romania)","58 499","58 499"
BMW,Seria 5,2013,258 119 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","11 499","11 499"
Volkswagen,Tiguan,2018,183 298 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","18 999","18 999"
Mazda,CX-5,2018,90 657 km,"str. Amurgului, nr. 1 - 300278 Timisoara, Judet Timis (Romania)","23 800","23 800"
BMW,Seria 3,2020,87 900 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","26 990","26 990"
Audi,A4,2015,229 044 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","12 499","12 499"
Peugeot,308,2014,202 846 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","7 499","7 499"
Volkswagen,Polo,2014,236 102 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","6 199","6 199"
Volvo,V40,2013,166 943 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","7 999","7 999"
Toyota,RAV4,2020,76 186 km,"Strada Virgiliu 46, Bucharest, Romania - 010884 Bucuresti, Judet Bucuresti (Romania)","29 990","29 990"
